Order Number	Country	Product	Units Sold	Manufacturing Price	Sale Price	Gross Sales	Sales	COGS	Profit	Date
529-602-399	India	Burlington	" £3,735 "	 £120.00 	 £300.00 	" £1,120,500.00 "	" £1,013,988.00 "	" £634,000.00 "	" £379,988.00 "	1/11/2018
542-598-343	Brazil	Mandarin	" £4,320 "	 £250.00 	 £7.00 	" £30,240.00 "	" £27,395.06 "	" £14,515.00 "	" £12,880.06 "	1/3/2019
485-394-298	United States of America	Mandarin	" £2,828 "	 £250.00 	 £300.00 	" £848,400.00 "	" £741,678.00 "	" £635,250.00 "	" £106,428.00 "	1/8/2019
745-573-351	Japan	Mandarin	" £2,586 "	 £250.00 	 £300.00 	" £775,800.00 "	" £764,502.00 "	" £67,250.00 "	" £697,252.00 "	1/10/2018
659-587-417	Japan	Mandarin	" £1,248 "	 £250.00 	 £300.00 	" £374,400.00 "	" £311,568.00 "	" £374,000.00 "	"-£62,432.00 "	1/10/2019
699-674-322	United States of America	Mandarin	" £4,035 "	 £250.00 	 £300.00 	" £1,210,500.00 "	" £1,168,080.00 "	" £252,500.00 "	" £915,580.00 "	1/10/2019
508-619-333	United Kingdom	Mandarin	 £359 	 £250.00 	 £350.00 	" £125,650.00 "	" £62,881.00 "	" £333,060.00 "	"-£270,179.00 "	1/12/2018
464-522-371	Japan	Luxe	" £3,926 "	 £260.00 	 £300.00 	" £1,177,800.00 "	" £1,140,504.00 "	" £222,000.00 "	" £918,504.00 "	1/3/2019
667-425-337	United States of America	Luxe	" £4,247 "	 £260.00 	 £125.00 	" £530,875.00 "	" £481,105.00 "	" £341,280.00 "	" £139,825.00 "	1/5/2019
596-430-368	United Kingdom	Luxe	" £2,695 "	 £260.00 	 £12.00 	" £32,340.00 "	" £28,182.00 "	" £7,425.00 "	" £20,757.00 "	1/8/2019
493-468-496	Japan	Luxe	" £1,104 "	 £260.00 	 £15.00 	" £16,560.00 "	" £12,899.70 "	" £17,430.00 "	"-£4,530.30 "	1/10/2018
464-550-336	United States of America	Luxe	" £1,449 "	 £260.00 	 £12.00 	" £17,388.00 "	" £12,492.48 "	" £8,742.00 "	" £3,750.48 "	1/10/2019
471-657-393	United Kingdom	Luxe	" £1,131 "	 £260.00 	 £7.00 	" £7,917.00 "	" £6,220.62 "	" £8,655.00 "	"-£2,434.38 "	1/10/2019
735-585-477	Brazil	Luxe	" £1,468 "	 £260.00 	 £7.00 	" £10,276.00 "	" £8,583.54 "	" £8,635.00 "	-£51.46 	1/10/2018
606-513-531	Brazil	Luxe	" £1,272 "	 £260.00 	 £15.00 	" £19,080.00 "	" £15,153.00 "	" £18,700.00 "	"-£3,547.00 "	1/11/2018
474-662-390	United Kingdom	Kensington	" £1,403 "	 £3.00 	 £125.00 	" £175,375.00 "	" £153,362.50 "	" £140,880.00 "	" £12,482.50 "	1/8/2019
563-428-535	India	Kensington	" £2,161 "	 £3.00 	 £125.00 	" £270,125.00 "	" £218,243.75 "	" £332,040.00 "	"-£113,796.25 "	1/8/2019
724-554-555	India	Kensington	" £1,937 "	 £3.00 	 £125.00 	" £242,125.00 "	" £221,781.25 "	" £130,200.00 "	" £91,581.25 "	1/10/2019
530-415-461	Brazil	Royal Oak	" £2,879 "	 £5.00 	 £300.00 	" £863,700.00 "	" £839,130.00 "	" £136,500.00 "	" £702,630.00 "	1/10/2019
690-432-533	India	Vermont	" £1,330 "	 £10.00 	 £20.00 	" £26,600.00 "	" £23,126.00 "	" £11,580.00 "	" £11,546.00 "	1/3/2019
516-585-436	Japan	Vermont	" £2,426 "	 £10.00 	 £15.00 	" £36,390.00 "	" £32,758.50 "	" £16,140.00 "	" £16,618.50 "	1/4/2019
544-402-460	Brazil	Vermont	" £2,033 "	 £10.00 	 £7.00 	" £14,231.00 "	" £11,569.25 "	" £12,675.00 "	"-£1,105.75 "	1/4/2019
718-441-399	Brazil	Vermont	" £2,029 "	 £10.00 	 £350.00 	" £710,150.00 "	" £560,472.50 "	" £741,260.00 "	"-£180,787.50 "	1/5/2019
764-700-389	Japan	Vermont	" £1,049 "	 £10.00 	 £15.00 	" £15,735.00 "	" £9,977.25 "	" £25,590.00 "	"-£15,612.75 "	1/8/2019
735-460-339	United States of America	Vermont	" £1,062 "	 £10.00 	 £20.00 	" £21,240.00 "	" £20,439.00 "	" £2,670.00 "	" £17,769.00 "	1/10/2018
719-687-402	India	Vermont	" £2,509 "	 £10.00 	 £125.00 	" £313,625.00 "	" £293,281.25 "	" £130,200.00 "	" £163,081.25 "	1/10/2019
535-461-538	India	Vermont	" £1,743 "	 £10.00 	 £15.00 	" £26,145.00 "	" £23,501.25 "	" £11,750.00 "	" £11,751.25 "	1/10/2019
670-478-462	United States of America	Vermont	" £3,418 "	 £10.00 	 £350.00 	" £1,196,300.00 "	" £1,090,932.50 "	" £521,820.00 "	" £569,112.50 "	1/11/2018
520-398-496	Brazil	Vermont	" £1,751 "	 £10.00 	 £350.00 	" £612,850.00 "	" £499,922.50 "	" £559,260.00 "	"-£59,337.50 "	1/11/2018
709-695-464	United States of America	Vermont	" £3,228 "	 £10.00 	 £12.00 	" £38,736.00 "	" £37,090.80 "	" £2,742.00 "	" £34,348.80 "	1/12/2019
670-694-312	United Kingdom	Vermont	" £1,105 "	 £10.00 	 £20.00 	" £22,100.00 "	" £21,221.00 "	" £2,930.00 "	" £18,291.00 "	1/12/2019
520-600-515	Brazil	Burlington	" £2,778 "	 £120.00 	 £12.00 	" £33,336.00 "	" £32,436.00 "	" £1,500.00 "	" £30,936.00 "	1/3/2019
496-512-504	United Kingdom	Burlington	" £1,173 "	 £120.00 	 £15.00 	" £17,595.00 "	" £11,236.50 "	" £28,260.00 "	"-£17,023.50 "	1/5/2019
612-622-311	United Kingdom	Burlington	" £3,160 "	 £120.00 	 £125.00 	" £395,000.00 "	" £382,568.75 "	" £79,560.00 "	" £303,008.75 "	1/9/2019
484-599-467	United States of America	Burlington	" £4,322 "	 £120.00 	 £300.00 	" £1,296,600.00 "	" £1,180,770.00 "	" £643,500.00 "	" £537,270.00 "	1/11/2018
766-534-318	United States of America	Burlington	" £1,901 "	 £120.00 	 £125.00 	" £237,625.00 "	" £191,912.50 "	" £292,560.00 "	"-£100,647.50 "	1/12/2018
696-592-464	United States of America	Burlington	" £2,980 "	 £120.00 	 £12.00 	" £35,760.00 "	" £34,114.80 "	" £2,742.00 "	" £31,372.80 "	1/12/2019
464-606-358	Japan	Mandarin	" £4,068 "	 £250.00 	 £20.00 	" £81,360.00 "	" £78,763.50 "	" £8,655.00 "	" £70,108.50 "	1/7/2019
542-465-451	India	Mandarin	" £2,105 "	 £250.00 	 £15.00 	" £31,575.00 "	" £30,468.00 "	" £4,920.00 "	" £25,548.00 "	1/7/2019
608-515-407	United States of America	Mandarin	" £1,647 "	 £250.00 	 £20.00 	" £32,940.00 "	" £32,139.00 "	" £2,670.00 "	" £29,469.00 "	1/10/2018
773-522-551	India	Mandarin	 £235 	 £250.00 	 £15.00 	" £3,525.00 "	 £881.25 	" £11,750.00 "	"-£10,868.75 "	1/10/2019
465-658-320	Japan	Mandarin	" £3,617 "	 £250.00 	 £125.00 	" £452,125.00 "	" £396,737.50 "	" £354,480.00 "	" £42,257.50 "	1/11/2018
630-597-547	India	Mandarin	" £2,106 "	 £250.00 	 £125.00 	" £263,250.00 "	" £252,900.00 "	" £66,240.00 "	" £186,660.00 "	1/11/2019
627-674-478	United Kingdom	Mandarin	" £2,351 "	 £250.00 	 £20.00 	" £47,020.00 "	" £46,141.00 "	" £2,930.00 "	" £43,211.00 "	1/12/2019
646-495-341	United Kingdom	Luxe	" £1,897 "	 £260.00 	 £300.00 	" £569,100.00 "	" £457,725.00 "	" £618,750.00 "	"-£161,025.00 "	1/3/2019
737-443-366	Brazil	Luxe	 £647 	 £260.00 	 £300.00 	" £194,100.00 "	" £169,530.00 "	" £136,500.00 "	" £33,030.00 "	1/10/2019
534-512-291	Brazil	Royal Oak	" £3,621 "	 £5.00 	 £7.00 	" £25,347.00 "	" £23,910.60 "	" £6,840.00 "	" £17,070.60 "	1/2/2019
488-634-362	Japan	Vermont	" £3,221 "	 £10.00 	 £7.00 	" £22,547.00 "	" £21,787.85 "	" £3,615.00 "	" £18,172.85 "	1/4/2019
520-481-326	United States of America	Mandarin	 £493 	 £250.00 	 £12.00 	" £5,916.00 "	" £2,665.20 "	" £5,418.00 "	"-£2,752.80 "	1/5/2019
